"Workstation","LogName","EventID","Provider","Level","Description","Users","Count","FirstSeen","LastSeen"
"DESCARTES","System","4001","Microsoft-Windows-WLAN-AutoConfig","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","18","6/6/2026 10:31:20 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","4199","Tcpip","Error","(description unavailable - provider/manifest not found)","","1","7/19/2026 12:02:54 PM","7/19/2026 12:02:54 PM"
"DESCARTES","System","4207","Tcpip","Error","(description unavailable - provider/manifest not found)","","16","6/15/2026 8:46:56 PM","8/31/2026 7:47:52 PM"
"DESCARTES","System","4227","Tcpip","Warning","(description unavailable - provider/manifest not found)","","3","6/15/2026 9:15:57 PM","6/27/2026 4:29:00 PM"
"DESCARTES","System","4311","NetBT","Information","(description unavailable - provider/manifest not found)","","42","6/15/2026 9:12:13 PM","7/19/2026 9:30:32 PM"
"DESCARTES","System","4500","Microsoft-Windows-WinREAgent","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","8","6/10/2026 12:21:01 PM","9/9/2026 12:50:45 PM"
"DESCARTES","System","4501","Microsoft-Windows-WinREAgent","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","6","6/7/2026 8:56:25 PM","9/20/2026 10:42:52 AM"
"DESCARTES","System","6005","EventLog","Information","(description unavailable - provider/manifest not found)","","23","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","6006","EventLog","Information","(description unavailable - provider/manifest not found)","","19","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","6008","EventLog","Error","(description unavailable - provider/manifest not found)","","4","6/24/2026 9:45:44 PM","7/30/2026 10:08:48 PM"
"DESCARTES","System","6009","EventLog","Information","(description unavailable - provider/manifest not found)","","23","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","6013","EventLog","Information","(description unavailable - provider/manifest not found)","","141","6/2/2026 2:35:08 PM","9/23/2026 12:00:00 PM"
"DESCARTES","System","6062","Netwtw10","Warning","(description unavailable - provider/manifest not found)","","3","6/15/2026 8:46:56 PM","8/31/2026 7:47:42 PM"
"DESCARTES","System","6156","LsaSrv","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","24","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","6166","LsaSrv","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","4","8/30/2026 8:31:40 AM","9/8/2026 8:29:06 AM"
"DESCARTES","System","7000","Service Control Manager","Error","(description unavailable - provider/manifest not found)","","43","6/7/2026 8:55:51 PM","9/20/2026 10:44:14 AM"
"DESCARTES","System","7001","Microsoft-Windows-Winlogon","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","14","6/7/2026 8:59:16 PM","9/20/2026 10:44:36 AM"
"DESCARTES","System","7002","Netwtw10","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","35","6/6/2026 10:30:01 AM","9/20/2026 10:44:06 AM"
"DESCARTES","System","7005","Netwtw10","Information","(description unavailable - provider/manifest not found)","","25","6/7/2026 8:55:43 PM","9/20/2026 10:44:06 AM"
"DESCARTES","System","7006","Netwtw10","Information","(description unavailable - provider/manifest not found)","","25","6/7/2026 8:55:43 PM","9/20/2026 10:44:06 AM"
"DESCARTES","System","7009","Service Control Manager","Error","(description unavailable - provider/manifest not found)","","27","6/7/2026 8:55:51 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","7010","Netwtw10","Information","(description unavailable - provider/manifest not found)","","25","6/7/2026 8:55:43 PM","9/20/2026 10:44:07 AM"
"DESCARTES","System","7011","Service Control Manager","Error","(description unavailable - provider/manifest not found)","","9","6/10/2026 11:01:36 PM","9/13/2026 11:43:33 PM"
"DESCARTES","System","7012","Netwtw10","Information","(description unavailable - provider/manifest not found)","","5","6/10/2026 11:00:46 PM","9/1/2026 11:24:35 PM"
"DESCARTES","System","7017","Netwtw10","Information","(description unavailable - provider/manifest not found)","","25","6/7/2026 8:55:43 PM","9/20/2026 10:44:07 AM"
"DESCARTES","System","7021","Netwtw10","Information","(description unavailable - provider/manifest not found)","","487","6/2/2026 2:35:08 PM","9/20/2026 4:01:13 PM"
"DESCARTES","System","7023","Netwtw10","Information","(description unavailable - provider/manifest not found)","","169","6/2/2026 2:35:08 PM","9/20/2026 10:44:07 AM"
"DESCARTES","System","7025","Netwtw10","Information","(description unavailable - provider/manifest not found)","","555","6/2/2026 1:31:50 AM","9/20/2026 6:39:28 PM"
"DESCARTES","System","7026","Netwtw10","Information","(description unavailable - provider/manifest not found)","","423","6/2/2026 1:31:50 AM","9/20/2026 6:39:28 PM"
"DESCARTES","System","7027","Netwtw10","Information","(description unavailable - provider/manifest not found)","","25","6/7/2026 8:55:42 PM","9/20/2026 10:44:06 AM"
"DESCARTES","System","7031","Service Control Manager","Error","(description unavailable - provider/manifest not found)","","3","6/18/2026 9:53:28 PM","8/31/2026 7:47:34 PM"
"DESCARTES","System","7032","Service Control Manager","Error","(description unavailable - provider/manifest not found)","","2","7/11/2026 6:01:38 PM","8/31/2026 7:47:34 PM"
"DESCARTES","System","7034","Service Control Manager","Error","(description unavailable - provider/manifest not found)","","2","6/15/2026 9:24:38 PM","7/21/2026 7:06:21 AM"
"DESCARTES","System","7036","Netwtw10","Information","(description unavailable - provider/manifest not found)","","39","6/7/2026 8:55:40 PM","9/20/2026 10:44:06 AM"
"DESCARTES","System","7040","Service Control Manager","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM; DESCARTES\MaksV","609","6/7/2026 8:59:08 PM","9/23/2026 10:36:14 PM"
"DESCARTES","System","7045","Service Control Manager","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM; DESCARTES\MaksV","62","6/1/2026 11:45:02 PM","9/23/2026 8:59:00 PM"
"DESCARTES","System","8000","Netwtw10","Information","(description unavailable - provider/manifest not found)","","1","9/20/2026 5:51:47 AM","9/20/2026 5:51:47 AM"
"DESCARTES","System","9001","nhi","Information","(description unavailable - provider/manifest not found)","","24","6/7/2026 8:55:42 PM","9/20/2026 10:44:06 AM"
"DESCARTES","System","9007","nhi","Information","(description unavailable - provider/manifest not found)","","176","6/2/2026 2:35:16 PM","9/20/2026 5:17:18 PM"
"DESCARTES","System","9008","nhi","Information","(description unavailable - provider/manifest not found)","","172","6/2/2026 2:41:21 AM","9/20/2026 5:17:13 PM"
"DESCARTES","System","10000","Microsoft-Windows-DriverFrameworks-UserMode","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","10","7/7/2026 8:56:53 PM","9/4/2026 9:52:18 PM"
"DESCARTES","System","10001","Microsoft-Windows-WLAN-AutoConfig","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM; DESCARTES\MaksV","62","6/7/2026 8:55:55 PM","9/20/2026 10:44:16 AM"
"DESCARTES","System","10002","Microsoft-Windows-WLAN-AutoConfig","Warning","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","29","6/6/2026 10:31:20 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","10005","Microsoft-Windows-DistributedCOM","Error","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","22","6/15/2026 8:53:31 PM","9/23/2026 12:58:04 AM"
"DESCARTES","System","10010","Microsoft-Windows-DistributedCOM","Error","(description unavailable - provider/manifest not found)","DESCARTES\MaksV; NT AUTHORITY\SYSTEM; NT AUTHORITY\NETWORK SERVICE","75","6/7/2026 8:56:55 PM","9/20/2026 10:45:52 AM"
"DESCARTES","System","10016","Microsoft-Windows-DistributedCOM","Warning","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE; NT AUTHORITY\NETWORK SERVICE; DESCARTES\MaksV; NT AUTHORITY\SYSTEM","3665","6/1/2026 6:45:19 PM","9/22/2026 12:35:42 AM"
"DESCARTES","System","10100","Microsoft-Windows-DriverFrameworks-UserMode","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","10","7/7/2026 8:56:53 PM","9/4/2026 9:52:18 PM"
"DESCARTES","System","10118","Microsoft-Windows-DriverFrameworks-UserMode","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","144","6/7/2026 8:55:41 PM","9/20/2026 10:44:10 AM"
"DESCARTES","System","10317","Microsoft-Windows-NDIS","Error","(description unavailable - provider/manifest not found)","","131","6/2/2026 2:35:08 PM","9/19/2026 11:16:28 AM"
"DESCARTES","System","12589","itvwd",,"(description unavailable - provider/manifest not found)","","2","7/11/2026 5:37:56 PM","7/11/2026 5:43:34 PM"
"DESCARTES","System","15007","Microsoft-Windows-HttpEvent","Information","(description unavailable - provider/manifest not found)","","81","6/7/2026 8:56:19 PM","9/20/2026 10:46:24 AM"
"DESCARTES","System","15008","Microsoft-Windows-HttpEvent","Information","(description unavailable - provider/manifest not found)","","81","6/7/2026 8:56:00 PM","9/20/2026 10:46:24 AM"
"DESCARTES","System","16962","Microsoft-Windows-Directory-Services-SAM","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","24","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","16977","Microsoft-Windows-Directory-Services-SAM","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","24","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","16983","Microsoft-Windows-Directory-Services-SAM","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","24","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","20003","Microsoft-Windows-UserPnp","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","29","7/3/2026 10:10:08 PM","9/20/2026 5:53:11 AM"
"DESCARTES","System","24576","Microsoft-Windows-WPDClassInstaller","Information","(description unavailable - provider/manifest not found)","","10","7/7/2026 8:56:59 PM","9/4/2026 9:52:18 PM"
"DESCARTES","System","24577","Microsoft-Windows-WPDClassInstaller","Information","(description unavailable - provider/manifest not found)","","6","7/7/2026 9:01:32 PM","9/4/2026 9:52:18 PM"
"DESCARTES","System","24578","Microsoft-Windows-WPDClassInstaller","Information","(description unavailable - provider/manifest not found)","","4","7/7/2026 9:01:32 PM","9/4/2026 9:06:56 PM"
"DESCARTES","System","24579","Microsoft-Windows-WPDClassInstaller","Information","(description unavailable - provider/manifest not found)","","2","7/10/2026 8:38:02 PM","9/4/2026 9:52:18 PM"
"DESCARTES","System","24641","Microsoft-Windows-BitLocker-Driver","Error","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","35","9/8/2026 8:27:15 AM","9/20/2026 10:44:03 AM"
"DESCARTES","System","24709","Microsoft-Windows-BitLocker-Driver","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","314","6/2/2026 2:35:08 PM","9/20/2026 10:44:03 AM"
"DESCARTES","System","24711","Microsoft-Windows-BitLocker-Driver","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\SYSTEM","157","6/2/2026 2:35:08 PM","9/20/2026 10:44:03 AM"
"DESCARTES","System","25089","Microsoft-Windows-WPDClassInstaller","Information","(description unavailable - provider/manifest not found)","","4","7/7/2026 8:56:59 PM","9/4/2026 9:13:34 PM"
"DESCARTES","System","50036","Microsoft-Windows-Dhcp-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","46","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","50037","Microsoft-Windows-Dhcp-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","19","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","50103","Microsoft-Windows-Dhcp-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","23","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","50104","Microsoft-Windows-Dhcp-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","19","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","50105","Microsoft-Windows-Dhcp-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","19","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","50106","Microsoft-Windows-Dhcp-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","19","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","51046","Microsoft-Windows-DHCPv6-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","23","6/7/2026 8:55:50 PM","9/20/2026 10:44:13 AM"
"DESCARTES","System","51047","Microsoft-Windows-DHCPv6-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","19","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
"DESCARTES","System","51057","Microsoft-Windows-DHCPv6-Client","Information","(description unavailable - provider/manifest not found)","NT AUTHORITY\LOCAL SERVICE","46","6/6/2026 10:31:19 AM","9/20/2026 10:43:17 AM"
